age,attrition,businesstravel,dailyrate,distancefromhome,education,environmentsatisfaction,hourlyrate,jobinvolvement,joblevel,jobsatisfaction,monthlyincome,monthlyrate,numcompaniesworked,over18,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,attrition_flag,jobrole_Human Resources,jobrole_Laboratory Technician,jobrole_Manager,jobrole_Manufacturing Director,jobrole_Research Director,jobrole_Research Scientist,jobrole_Sales Executive,jobrole_Sales Representative,department_Research & Development,department_Sales,maritalstatus_Married,maritalstatus_Single,overtime_Yes,educationfield_Life Sciences,educationfield_Marketing,educationfield_Medical,educationfield_Other,educationfield_Technical Degree,gender_Male,monthlyincome_log
31.0,No,Travel_Rarely,691,5,4,3,86,3,1,4,4821.0,10077,0,Y,12,3,3,80,1,6,4,3,5,2,0,3,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,8.480944058741116
31.0,No,Travel_Rarely,106,2,3,1,62,2,2,1,6410.0,17822,3,Y,12,3,4,80,0,9,1,3,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8.765770543987257
45.0,No,Travel_Frequently,1249,7,3,1,97,3,3,1,5210.0,20308,1,Y,18,3,1,80,1,24,2,3,24,9,9,11,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,8.558527054909215
31.0,No,Travel_Rarely,192,2,4,3,32,3,1,4,2695.0,7747,0,Y,18,3,2,80,1,3,2,1,2,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,7.899524472032198
33.0,No,Travel_Frequently,553,5,4,4,74,3,3,2,11878.0,23364,6,Y,11,3,2,80,2,12,2,3,10,6,8,8,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,9.38252741428954
39.0,No,Travel_Rarely,117,10,1,3,99,3,4,1,16581.0,5355,1,Y,14,3,4,80,0,21,3,3,21,9,11,10,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,9.716073048676163
43.0,No,Travel_Frequently,185,10,4,3,33,3,1,4,2455.0,10675,0,Y,19,3,1,80,0,9,5,3,8,7,1,7,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,7.806289289267033
49.0,No,Travel_Rarely,1091,1,2,3,90,2,4,3,13964.0,17810,7,Y,12,3,4,80,0,25,2,3,7,1,0,7,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,9.544309478379278
52.0,Yes,Travel_Rarely,723,8,4,3,85,2,2,2,4941.0,17747,2,Y,15,3,1,80,0,11,3,2,8,2,7,7,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,8.505525386548555
27.0,No,Travel_Rarely,1220,5,3,3,85,3,1,2,2478.0,20938,1,Y,12,3,2,80,0,4,2,2,4,3,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,7.8156105320351905
32.0,No,Travel_Rarely,588,8,2,3,65,2,2,2,5228.0,24624,1,Y,11,3,4,80,0,13,2,3,13,12,11,9,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,8.56197533418813
27.0,No,Travel_Rarely,1377,2,3,4,74,3,2,3,4478.0,5242,1,Y,11,3,1,80,0,5,3,3,5,4,0,4,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,8.4071550862073
31.0,No,Travel_Rarely,691,7,3,4,73,3,2,4,7547.0,7143,4,Y,12,3,4,80,3,13,3,3,7,7,1,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,8.92903790648844
32.0,No,Travel_Rarely,1018,2,4,1,74,4,2,4,5055.0,10557,7,Y,16,3,3,80,0,10,0,2,7,7,0,7,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,8.528330935826693
28.0,Yes,Travel_Rarely,1157,2,4,1,84,1,1,4,3464.0,24737,5,Y,13,3,4,80,0,5,4,2,3,2,2,2,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,8.150467911624004
30.0,No,Travel_Rarely,1275,28,2,4,64,3,2,4,5775.0,11934,1,Y,13,3,4,80,2,11,2,3,10,8,1,9,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,8.661466680572662
31.0,No,Travel_Frequently,798,7,2,3,48,2,3,3,8943.0,14034,1,Y,24,4,1,80,1,10,2,3,10,9,8,9,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,9.09873819539488
39.0,No,Travel_Frequently,672,7,2,3,54,2,5,4,16581.0,21141,1,Y,15,3,1,80,1,21,2,3,21,9,13,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,9.716073048676163
39.0,Yes,Travel_Rarely,1162,3,2,4,41,3,2,3,5238.0,17778,4,Y,18,3,1,80,0,12,3,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,8.56388591940822
33.0,No,Travel_Frequently,508,10,3,2,46,2,2,4,4682.0,4317,3,Y,14,3,3,80,0,9,6,2,7,7,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,8.451694209183541
47.0,No,Travel_Rarely,1482,5,5,4,42,3,5,3,16581.0,16375,4,Y,11,3,2,80,1,21,2,3,3,2,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,9.716073048676163
43.0,No,Travel_Frequently,559,10,4,3,82,2,2,3,5257.0,6227,1,Y,11,3,2,80,1,9,3,4,9,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8.567506005289827
27.0,No,Non-Travel,210,1,1,3,73,3,2,2,6349.0,22107,0,Y,13,3,4,80,1,6,0,3,5,4,1,4,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,8.756210091886738
54.0,No,Travel_Frequently,928,20,4,4,31,3,2,3,4869.0,16885,3,Y,12,3,4,80,0,20,4,2,4,3,0,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,8.490849216076635
43.0,No,Travel_Rarely,1001,7,3,3,43,3,3,1,9985.0,9262,8,Y,16,3,1,80,1,10,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,9.208939391060554
45.0,No,Travel_Rarely,549,8,4,4,75,3,2,4,3697.0,9278,9,Y,14,3,1,80,2,12,3,3,10,9,9,8,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,8.21554741194707
40.0,No,Travel_Rarely,1124,1,2,2,57,1,2,4,7457.0,13273,2,Y,22,4,3,80,3,6,2,2,4,3,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,8.917042560738766
29.0,Yes,Travel_Rarely,318,8,4,2,77,1,1,1,2119.0,4759,1,Y,11,3,4,80,0,7,4,2,7,7,0,7,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,7.659171367666058
29.0,No,Travel_Rarely,738,9,5,2,30,2,1,4,3983.0,7621,0,Y,17,3,3,80,0,4,2,3,3,2,2,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,8.290041618704489
30.0,No,Travel_Rarely,570,5,3,4,30,2,2,3,6118.0,5431,1,Y,13,3,3,80,3,10,2,3,10,9,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,8.71915396346254
27.0,No,Travel_Rarely,1130,8,4,2,56,3,2,2,6214.0,3415,1,Y,18,3,1,80,1,8,3,3,8,7,0,7,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,8.734721003944811
37.0,No,Travel_Rarely,1192,5,2,4,61,3,2,4,6347.0,23177,7,Y,16,3,3,80,2,8,2,2,6,2,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,8.7558950816463
38.0,No,Travel_Rarely,343,15,2,3,92,2,3,4,11510.0,15682,0,Y,14,3,2,80,1,12,3,3,11,10,2,9,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,9.351058378915063
31.0,No,Travel_Rarely,1232,7,4,3,39,3,3,4,7143.0,25713,1,Y,14,3,3,80,0,11,2,2,11,9,4,10,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,8.874028122556336
29.0,No,Travel_Rarely,144,10,1,4,39,2,2,2,8268.0,11866,1,Y,14,3,1,80,2,7,2,3,7,7,1,7,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,9.020268861722167
35.0,No,Travel_Rarely,1296,5,4,3,62,3,3,2,8095.0,18264,0,Y,13,3,4,80,0,17,5,3,16,6,0,13,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,8.999125391527247
23.0,No,Travel_Rarely,1309,26,1,3,83,3,1,4,2904.0,16092,1,Y,12,3,3,80,2,4,2,2,4,2,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,7.974188669286011
41.0,No,Travel_Rarely,483,6,3,4,95,2,2,2,6032.0,10110,6,Y,15,3,4,80,0,8,3,3,5,4,1,2,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,8.704999678440762
47.0,No,Travel_Frequently,1309,4,1,2,99,3,2,3,2976.0,25751,3,Y,19,3,1,80,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,7.998671361015776
42.0,No,Travel_Rarely,810,23,5,1,44,3,4,4,15992.0,15901,2,Y,14,3,2,80,0,16,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,9.67990640549087
29.0,No,Non-Travel,746,2,3,4,61,3,2,3,4649.0,16928,1,Y,14,3,1,80,1,4,3,2,4,3,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,8.444622498581403
42.0,No,Travel_Rarely,544,2,1,3,52,3,1,3,2696.0,24017,0,Y,11,3,3,80,1,4,5,3,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,7.89989532313973
32.0,No,Travel_Rarely,1062,2,3,3,75,3,1,2,2370.0,3956,1,Y,13,3,3,80,1,8,4,3,8,0,0,7,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,7.771067086065406
48.0,No,Travel_Rarely,530,29,1,1,91,3,3,3,12504.0,23978,3,Y,21,4,2,80,1,15,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,9.433883843311719
37.0,No,Travel_Rarely,1319,6,3,3,51,4,2,1,5974.0,17001,4,Y,13,3,1,80,2,13,2,3,7,7,6,7,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,8.695339376799712
30.0,No,Non-Travel,641,25,2,4,85,3,2,3,4736.0,6069,7,Y,12,3,2,80,1,4,2,4,2,2,2,2,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,8.463159302923751
26.0,No,Travel_Rarely,933,1,3,3,57,3,2,3,5296.0,20156,1,Y,17,3,2,80,1,8,3,3,8,7,7,7,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,8.574895901544526
42.0,No,Travel_Rarely,1332,2,4,1,98,2,2,4,6781.0,17078,3,Y,23,4,2,80,0,14,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,8.822027322685583
21.0,Yes,Travel_Frequently,756,1,1,1,99,2,1,2,2174.0,9150,1,Y,11,3,3,80,0,3,3,3,3,2,1,2,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,7.684783943522785
36.0,No,Non-Travel,845,1,5,4,45,3,2,4,6653.0,15276,4,Y,15,3,2,80,0,7,6,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,8.802973456578423
36.0,No,Travel_Frequently,541,3,4,1,48,2,3,4,9699.0,7246,4,Y,11,3,1,80,1,16,2,3,13,9,1,12,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,9.179881164491475
57.0,No,Travel_Rarely,593,1,4,4,88,3,2,3,6755.0,2967,2,Y,11,3,3,80,0,15,2,3,3,2,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,8.81818627792769
40.0,No,Travel_Rarely,1171,10,4,4,46,4,1,3,2213.0,22495,3,Y,13,3,3,80,1,10,3,3,7,7,1,7,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,7.7025561132685825
21.0,No,Non-Travel,895,9,2,1,39,3,1,4,2610.0,2851,1,Y,24,4,3,80,0,3,3,2,3,2,2,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,7.8674885686991285
33.0,Yes,Travel_Rarely,350,5,3,4,34,3,1,3,2851.0,9150,1,Y,13,3,2,80,0,1,2,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,7.955775781534187
37.0,No,Travel_Rarely,921,10,3,3,98,3,1,1,3452.0,17663,6,Y,20,4,2,80,1,17,3,3,5,4,0,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,8.146998697389993
46.0,No,Non-Travel,1144,7,4,3,30,3,2,3,5258.0,16044,2,Y,14,3,3,80,0,7,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,8.567696173589344
41.0,Yes,Travel_Frequently,143,4,3,1,56,3,2,2,9355.0,9558,1,Y,18,3,3,80,0,8,5,3,8,7,7,7,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,9.143773127704069
50.0,No,Travel_Rarely,1046,10,3,4,100,2,3,4,10496.0,2755,6,Y,15,3,4,80,0,20,2,3,4,3,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,9.258844781035798
40.0,Yes,Travel_Rarely,575,22,2,3,68,2,2,3,6380.0,6110,2,Y,12,3,1,80,2,8,6,3,6,4,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,8.761080103868347
31.0,No,Travel_Rarely,408,9,4,3,42,2,1,2,2657.0,7551,0,Y,16,3,4,80,0,3,5,3,2,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,7.88532923927319
21.0,Yes,Travel_Rarely,156,12,3,3,90,4,1,2,2716.0,25422,1,Y,15,3,4,80,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,7.907283609426348
29.0,No,Travel_Rarely,1283,23,3,4,54,3,1,4,2201.0,18168,9,Y,16,3,4,80,0,6,4,3,3,2,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,7.697121317282625
35.0,No,Travel_Rarely,755,9,4,3,97,2,2,2,6540.0,19394,9,Y,19,3,3,80,0,10,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,8.785845337961213
27.0,No,Travel_Rarely,1469,1,2,4,82,3,1,2,3816.0,17881,1,Y,11,3,2,80,1,5,2,3,5,2,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,8.247220052745229
28.0,No,Travel_Rarely,304,9,4,2,92,3,2,4,5253.0,20750,1,Y,16,3,4,80,0,7,1,3,7,5,0,7,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,8.566744970245486
49.0,No,Travel_Rarely,1261,7,3,2,31,2,3,3,10965.0,12066,8,Y,24,4,3,80,0,26,2,3,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,9.302554855963994
51.0,No,Travel_Rarely,1178,14,2,3,87,3,2,4,4936.0,14862,4,Y,11,3,3,80,1,18,2,2,7,7,0,7,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,8.504513138258863
36.0,No,Travel_Rarely,329,2,3,4,96,3,1,3,2543.0,11868,4,Y,13,3,2,80,1,6,3,3,2,2,2,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,7.841492924460013
34.0,Yes,Non-Travel,1362,19,3,1,67,4,2,4,5304.0,4652,8,Y,13,3,2,80,0,9,3,2,5,2,0,4,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,8.576405051048084
55.0,No,Travel_Rarely,1311,2,3,3,97,3,4,4,16581.0,23258,2,Y,13,3,3,80,0,30,2,3,5,4,1,2,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,9.716073048676163
24.0,No,Travel_Rarely,1371,10,4,4,77,3,2,3,4260.0,5915,1,Y,12,3,4,80,1,5,2,4,5,2,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,8.357259153499912
30.0,No,Travel_Rarely,202,2,1,3,72,3,1,2,2476.0,17434,1,Y,18,3,1,80,1,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,7.814803429489359
26.0,Yes,Travel_Frequently,575,3,1,3,73,3,1,1,3102.0,6582,0,Y,22,4,3,80,0,7,2,3,6,4,0,4,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,8.04012466444838
22.0,No,Travel_Rarely,253,11,3,1,43,3,1,2,2244.0,24440,1,Y,13,3,4,80,1,2,1,3,2,1,1,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,7.716460800176355
36.0,No,Travel_Rarely,164,2,2,2,61,2,3,3,7596.0,3809,1,Y,13,3,2,80,2,10,2,3,10,9,9,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,8.935508711503221
30.0,Yes,Travel_Frequently,464,4,3,3,40,3,1,4,2285.0,3427,9,Y,23,4,3,80,0,3,4,3,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,7.734558844354756
37.0,No,Travel_Rarely,1107,14,3,4,95,3,1,1,3034.0,26914,1,Y,12,3,3,80,1,18,2,2,18,7,12,17,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8.017966703493599
40.0,No,Travel_Rarely,759,2,2,4,46,3,2,2,5715.0,22553,7,Y,12,3,3,80,2,8,5,3,5,4,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,8.651024539049757
42.0,No,Travel_Rarely,201,1,4,2,95,3,1,1,2576.0,20490,3,Y,16,3,2,80,1,8,5,3,5,2,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7.854381210652365
37.0,No,Travel_Rarely,1305,10,4,3,49,3,2,2,4197.0,21123,2,Y,12,3,4,80,0,18,2,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,8.342363500380579
43.0,No,Travel_Rarely,982,12,3,1,59,2,4,2,14336.0,4345,1,Y,11,3,3,80,1,25,3,3,25,10,3,9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,9.570598887246268
40.0,No,Travel_Rarely,555,2,3,2,78,2,2,3,3448.0,13436,6,Y,22,4,2,80,1,20,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,8.145839612936841
54.0,No,Travel_Rarely,821,5,2,1,86,3,5,1,16581.0,8509,4,Y,11,3,3,80,1,24,4,2,4,2,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,9.716073048676163
34.0,No,Non-Travel,1381,4,4,3,72,3,2,3,6538.0,12740,9,Y,15,3,1,80,1,6,3,3,3,2,1,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,8.785539527561276
31.0,No,Travel_Rarely,480,7,2,2,31,3,2,1,4306.0,4156,1,Y,12,3,2,80,1,13,5,1,13,10,3,12,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,8.36799688505411
43.0,No,Travel_Frequently,313,21,3,4,61,3,1,4,2258.0,15238,7,Y,20,4,1,80,1,8,1,3,3,2,1,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,7.7226775164680035
43.0,No,Travel_Rarely,1473,8,4,3,74,3,2,3,4522.0,2227,4,Y,14,3,4,80,0,8,3,3,5,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,8.416930769477844
25.0,No,Travel_Rarely,891,4,2,2,99,2,2,4,4487.0,12090,1,Y,11,3,2,80,0,5,3,3,5,4,1,3,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,8.409162447202533
37.0,No,Non-Travel,1063,25,5,2,72,3,2,3,4449.0,23866,3,Y,15,3,1,80,2,15,2,3,13,11,10,7,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,8.400659375160286
31.0,No,Travel_Rarely,329,1,2,4,98,2,1,1,2218.0,16193,1,Y,12,3,3,80,1,4,3,3,4,2,3,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,7.704811922932594
39.0,No,Travel_Frequently,1218,1,1,2,52,3,5,3,16581.0,8213,1,Y,14,3,3,80,1,21,3,3,21,8,1,6,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,9.716073048676163
56.0,No,Travel_Frequently,906,6,3,3,86,4,4,1,13212.0,18256,9,Y,11,3,4,80,3,36,0,2,7,7,7,7,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,9.488956472414216
30.0,No,Travel_Rarely,1082,12,3,2,83,3,2,3,6577.0,19558,0,Y,11,3,2,80,0,6,6,3,5,4,4,4,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,8.791486026749002
41.0,No,Travel_Rarely,645,1,3,2,49,4,3,1,8392.0,19566,1,Y,16,3,3,80,1,10,2,3,10,7,0,7,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,9.035153304082828
28.0,No,Travel_Rarely,1300,17,2,3,79,3,2,1,4558.0,13535,1,Y,12,3,4,80,1,10,2,3,10,0,1,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,8.424858580213442
25.0,Yes,Travel_Rarely,688,3,3,1,91,3,1,1,4031.0,9396,5,Y,13,3,3,80,1,6,5,3,2,2,0,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,8.302017809751204
52.0,No,Travel_Rarely,319,3,3,4,39,2,3,3,7969.0,19609,2,Y,14,3,3,80,0,28,4,3,5,4,0,4,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,8.98343977178426
45.0,No,Travel_Rarely,192,10,2,1,69,3,1,4,2654.0,9655,3,Y,21,4,4,80,2,8,3,2,2,2,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,7.884199933676039
52.0,No,Travel_Rarely,1490,4,2,4,30,3,4,4,16555.0,10310,2,Y,13,3,4,80,0,31,2,1,5,2,1,4,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,9.714503852868623
42.0,No,Travel_Frequently,532,29,2,1,92,3,2,3,4556.0,12932,2,Y,11,3,2,80,1,19,3,3,5,4,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,8.424419791263883
30.0,No,Travel_Rarely,317,2,3,3,43,1,2,4,6091.0,24793,2,Y,20,4,3,80,0,11,2,3,5,4,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,8.714731714015052
60.0,No,Travel_Rarely,422,7,3,1,41,3,5,1,16581.0,3854,5,Y,11,3,4,80,0,33,5,1,29,8,11,10,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,9.716073048676163
46.0,No,Travel_Rarely,1485,18,3,3,87,3,2,3,4810.0,26314,2,Y,14,3,3,80,1,19,5,2,10,7,0,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8.478660241699453
42.0,No,Travel_Frequently,1368,28,4,4,88,2,2,4,4523.0,4386,0,Y,11,3,4,80,3,7,4,4,6,5,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,8.41715183723601
24.0,Yes,Travel_Rarely,1448,1,1,1,62,3,1,2,3202.0,21972,1,Y,16,3,2,80,0,6,4,3,5,3,1,4,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,8.071843149609158
34.0,Yes,Travel_Frequently,296,6,2,4,33,1,1,3,2351.0,12253,0,Y,16,3,4,80,1,3,3,2,2,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,7.763021309018518
38.0,No,Travel_Frequently,1490,2,2,4,42,3,1,4,1702.0,12106,1,Y,23,4,3,80,1,1,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,7.440146680662688
40.0,No,Travel_Rarely,1398,2,4,3,79,3,5,3,16581.0,13022,0,Y,14,3,4,80,0,21,2,3,20,15,1,12,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,9.716073048676163
26.0,No,Travel_Rarely,1349,23,3,1,90,3,1,4,2886.0,3032,1,Y,22,4,2,80,2,3,3,1,3,2,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,7.967973179662935
30.0,No,Non-Travel,1400,3,3,3,53,3,1,4,2097.0,16734,4,Y,15,3,3,80,1,9,3,1,5,3,1,4,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,7.6487397889562425
29.0,No,Travel_Rarely,986,3,4,2,93,2,3,3,11935.0,21526,1,Y,18,3,3,80,0,10,2,3,10,2,0,7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,9.387314322443542
29.0,Yes,Travel_Rarely,408,25,5,3,71,2,1,2,2546.0,18300,5,Y,16,3,2,80,0,6,2,4,2,2,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,7.842671474979457
19.0,Yes,Travel_Rarely,489,2,2,1,52,2,1,4,2564.0,18437,1,Y,12,3,3,80,0,1,3,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,7.84971375760487
30.0,No,Non-Travel,1398,22,4,3,69,3,3,1,8412.0,2890,0,Y,11,3,3,80,0,10,3,3,9,8,7,8,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,9.037533407550814
57.0,No,Travel_Rarely,210,29,3,1,56,2,4,4,14118.0,22102,3,Y,12,3,3,80,1,32,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,9.555276687009526
